user_id,posted,item_id,recommend,review
76561198070194565,2014-10-09,233250,1,2
76561198070194565,2016-05-07,449140,1,2
76561198070194565,2016-05-07,368730,1,2
76561198070194565,2016-04-04,246280,1,2
76561198070194565,2016-03-30,427270,1,2
76561198070194565,2016-03-28,397100,1,2
76561198070194565,2015-11-09,248570,1,2
Rivtex,2015-12-23,298630,1,2
UTNerd24,2014-05-06,244210,1,2
UTNerd24,2015-12-02,440,1,2
UTNerd24,2015-06-06,376920,1,2
UTNerd24,2015-09-29,257750,1,2
UTNerd24,2014-09-08,221910,1,2
UTNerd24,2013-12-15,2280,1,1
sandwiches1,2015-11-23,417860,0,0
76561198138053270,2014-06-01,218620,1,2
lucaswerg,2014-07-11,218620,1,2
lucaswerg,2014-11-14,222880,1,2
Life-Of-Blu,2015-11-13,377160,1,2
Life-Of-Blu,2013-12-15,211820,1,2
CaptianAutismo,2015-12-17,252490,1,1
76561198075895633,2014-10-26,440,1,2
TheDropix101,2016-01-11,242920,1,2
kube134,2014-06-28,251990,1,2
iamthekingofbrowntown,2015-09-12,344760,0,0
iamthekingofbrowntown,2015-09-13,252950,1,2
iamthekingofbrowntown,2016-04-20,236430,1,2
iamthekingofbrowntown,2015-10-14,399730,1,2
MainScout,2016-02-26,550,1,2
yookobz,2015-11-19,377160,1,2
yookobz,2013-06-25,219150,1,2
Posiblydead,2014-04-11,277430,1,2
Posiblydead,2014-02-22,239820,1,2
Posiblydead,2012-09-24,17410,1,2
Mossy_Gaming,2015-09-26,440,1,2
76561198102421718,2015-06-12,270550,1,2
76561198102421718,2015-08-03,274940,1,2
76561198102421718,2015-06-26,333930,1,1
76561198087407319,2014-01-15,440,1,2
76561198056741844,2014-10-14,730,1,2
sad-commie,2016-08-31,294100,1,1
sad-commie,2014-07-09,212070,1,1
sad-commie,2014-03-13,264140,1,2
76561198030567998,2014-11-11,332800,1,2
76561198030567998,2015-07-21,319630,1,2
76561198030567998,2015-07-05,6020,1,1
76561198030567998,2015-03-12,55230,1,2
76561198030567998,2014-02-23,32430,1,2
76561198010674657,2016-03-27,377160,0,1
76561198010674657,2016-01-15,440,1,1
Coldaniel,2015-03-22,35450,1,2
Coldaniel,2014-08-21,440,1,2
Coldaniel,2015-03-13,236390,1,2
therealmorty,2015-03-20,351570,1,2
therealmorty,2015-03-07,212680,1,2
Berserklejerker,2015-10-10,391540,1,2
76561198061730629,2014-07-06,550,1,1
YoHuNz,2014-06-19,440,1,2
YoHuNz,2014-02-19,570,1,2
possessioniskey,2015-04-11,72850,1,2
possessioniskey,2015-12-24,440,1,2
possessioniskey,2014-05-17,113400,1,2
76561198093112529,2014-08-09,440,1,2
76561198060447950,2015-09-26,200510,1,2
whiteofwolfing,2015-05-22,730,1,2
sergarino,2015-08-22,383080,1,2
76561198081962345,2016-05-26,200210,1,2
76561198081962345,2014-04-05,1250,1,2
76561198073210139,2016-01-18,304050,1,2
Nozomikat,2015-12-30,265610,1,2
Nozomikat,2014-08-01,264200,1,2
Nozomikat,2015-12-26,417860,1,2
Nozomikat,2015-04-14,333600,1,2
Nozomikat,2014-12-30,213670,1,2
Nozomikat,2013-12-04,91310,1,2
Nozomikat,2016-08-19,437220,0,0
Nozomikat,2013-12-04,210770,1,2
xfluttersx,2015-11-10,351640,1,2
xfluttersx,2016-09-14,202530,0,1
xfluttersx,2012-08-27,105600,1,2
xfluttersx,2014-02-05,440,1,2
xfluttersx,2013-01-27,47870,1,2
xfluttersx,2015-08-25,383080,1,2
xfluttersx,2012-08-27,410,1,2
76561198056290589,2014-12-16,730,1,2
ii_voltage_ii,2014-06-29,253710,0,1
ii_voltage_ii,2015-04-11,339280,1,2
ii_voltage_ii,2014-03-08,271290,1,2
ii_voltage_ii,2013-11-16,203290,1,2
76561198097762318,2015-11-11,440,1,2
76561198097762318,2014-12-26,233150,1,2
Hirukaz,2013-01-17,550,1,2
StelerForYou,2015-07-17,730,1,2
StelerForYou,2013-12-29,211820,1,2
76561198183396245,2015-05-06,440,1,2
Xx-Woods,2016-07-20,346330,0,0
Xx-Woods,2015-01-26,224260,1,2
Xx-Woods,2014-11-16,317360,1,2
Xx-Woods,2014-08-17,295550,1,2
Xx-Woods,2014-07-21,250180,1,2
Xx-Woods,2014-07-19,227940,1,1
Xx-Woods,2014-02-08,17520,1,2
Xx-Woods,2014-01-07,113420,1,2
kevinator23,2015-07-06,320760,1,1
kevinator23,2015-09-06,8850,1,2
kevinator23,2014-04-24,233720,1,2
kevinator23,2015-07-06,218620,1,2
kevinator23,2015-01-27,730,1,2
kevinator23,2015-01-25,219740,1,2
kevinator23,2014-05-24,220240,1,2
kevinator23,2012-10-20,440,1,2
76561198090715178,2014-03-28,4000,1,2
76561198090715178,2014-07-09,304930,1,2
CatsWhale,2015-02-23,333950,1,2
CatsWhale,2015-08-29,388520,1,2
CatsWhale,2014-11-23,107410,1,2
CatsWhale,2014-09-09,206210,1,2
76561198073784601,2015-03-26,221100,1,2
76561198073784601,2016-07-08,299740,0,0
mimimomoma,2015-11-23,730,1,2
76561198102410011,2015-09-14,440,1,2
de_Butl3r,2014-10-13,209870,1,2
76561198027947401,2016-07-23,322170,1,2
76561198027947401,2016-02-20,304050,1,2
Bluezap1,2015-12-27,440,1,2
Bluezap1,2015-05-13,730,1,2
Bluezap1,2015-12-27,362890,1,2
Bluezap1,2015-12-21,413850,1,2
76561198074200011,2015-11-15,730,1,2
jonasdbomb,2016-09-09,346110,1,2
L1J1N,2014-06-13,570,1,2
Lord_Exploit,2015-03-13,311560,1,2
Lord_Exploit,2015-01-07,322170,1,2
AVATAR715,2014-01-02,48240,0,0
AVATAR715,2015-11-18,440,1,2
AVATAR715,2014-06-01,248570,1,1
AVATAR715,2014-03-18,264140,1,2
AVATAR715,2014-02-16,4000,1,2
AVATAR715,2015-02-25,266430,1,2
AVATAR715,2015-08-15,316010,1,2
AVATAR715,2014-12-25,249570,1,2
YieuwMage,2016-02-22,730,1,2
76561198078752187,2014-12-16,240,1,2
A-Very-Sly-Person,2015-08-14,304930,1,2
A-Very-Sly-Person,2014-11-11,440,1,2
76561198211054671,2016-05-29,730,1,2
76561198211054671,2016-07-03,333930,1,1
76561197994493402,2016-06-20,365590,1,2
76561197994493402,2015-03-01,264200,1,2
76561197994493402,2014-11-27,440,1,2
Koolcaz12,2016-05-17,298050,0,1
76561198065656175,2015-11-20,383080,1,2
76561198188979775,2016-09-17,440,1,2
97396295,2014-08-23,301520,1,2
97396295,2014-06-17,243870,1,2
97396295,2014-07-10,218230,0,0
97396295,2016-08-26,291550,0,1
76561198126640317,2015-06-15,251570,1,2
76561198126640317,2015-02-14,221100,1,2
76561198126640317,2015-09-12,316010,1,2
76561198126640317,2015-09-12,218230,1,1
76561198126640317,2015-07-01,333930,1,2
76561198126640317,2015-07-01,222880,1,2
76561198126640317,2015-06-15,730,1,2
DemonicWolvz,2015-01-15,55230,1,2
DemonicWolvz,2015-04-29,232090,1,2
DemonicWolvz,2015-03-29,4000,1,2
DemonicWolvz,2014-11-23,206420,1,2
DemonicWolvz,2014-02-12,224260,1,2
DemonicWolvz,2013-12-26,550,1,2
DieMadchenschanderin,2015-08-29,346110,1,2
DieMadchenschanderin,2015-10-05,380770,0,0
DieMadchenschanderin,2016-06-29,454890,1,2
DieMadchenschanderin,2013-06-14,227680,0,1
GGargula,2016-09-04,570,0,0
GGargula,2015-11-23,233250,1,2
Myther43,2016-07-16,273350,1,2
getf0kinn0sc0pedm9,2015-05-31,730,1,2
getf0kinn0sc0pedm9,2016-06-26,440,0,0
76561198141443390,2015-05-03,730,1,2
76561198097333029,2016-06-14,570,1,2
whodafuqisthisguilao,2015-08-06,730,1,2
Magjiikal,2015-10-05,370480,1,2
Magjiikal,2015-12-17,313740,1,2
ohnospaghet,2014-12-17,1840,1,2
ohnospaghet,2014-09-30,440,1,1
ohnospaghet,2015-03-10,266210,1,2
ohnospaghet,2016-01-16,369200,1,2
ohnospaghet,2016-03-05,252490,0,0
ohnospaghet,2015-03-10,264200,1,2
76561198050347115,2016-03-19,292030,1,1
2768820078,2015-09-01,287700,1,2
2768820078,2016-04-19,730,0,0
2768820078,2016-04-18,310950,1,2
2768820078,2015-11-18,377160,1,2
2768820078,2015-08-08,221380,1,2
2768820078,2015-07-15,333950,1,2
2768820078,2015-06-12,222420,0,0
2768820078,2015-05-19,271590,1,2
2768820078,2015-05-11,298110,1,2
2768820078,2015-05-02,222440,1,2
76561198056392326,2016-02-07,259530,1,2
76561198056392326,2016-01-30,219640,0,0
76561198056392326,2016-01-30,269210,0,0
2d4nk4m3,2014-08-20,317470,0,1
2d4nk4m3,2014-03-18,47410,1,2
76561198078478151,2016-04-10,730,1,1
exiaez,2016-09-15,365450,1,2
76561198095921854,2015-05-01,245620,1,2
EizanAratoFujimaki,2015-10-28,70,1,2
EizanAratoFujimaki,2016-04-15,359550,0,0
TeCool,2014-12-15,274980,1,2
TeCool,2014-12-06,202090,1,2
TeCool,2015-04-11,339280,1,2
TeCool,2015-01-31,314130,0,0
2xDelorean,2015-09-13,570,1,2
2xDelorean,2013-07-26,212680,1,2
2xDelorean,2013-05-18,200210,1,2
2xDelorean,2011-10-30,440,1,2
washington_,2016-08-19,440,0,1
washington_,2016-08-19,4000,1,2
washington_,2016-08-19,211820,1,2
washington_,2016-08-19,10180,1,2
washington_,2016-08-19,252490,1,2
washington_,2015-12-13,417860,1,2
jewxxl,2015-05-18,251970,1,2
76561198088944293,2016-06-22,359550,1,2
76561198088944293,2016-07-14,107410,1,2
76561198088944293,2016-06-27,218230,0,0
76561198088944293,2016-03-08,437701,0,1
76561198088944293,2014-12-13,304930,1,2
76561198092540221,2015-07-31,400,1,2
76561198092540221,2015-06-29,620,1,2
76561198092540221,2015-06-29,238460,1,2
76561198092540221,2015-02-12,6060,1,2
76561198092540221,2014-03-29,440,1,2
76561198051258119,2015-02-04,730,1,2
nubquake123,2014-04-21,265610,1,2
Pyromanic,2013-02-15,31280,1,2
Pyromanic,2013-02-15,4000,1,2
Pyromanic,2013-02-15,240,1,2
76561198109656922,2016-03-27,440,1,2
CobRazor,2015-08-01,252490,1,2
relesprit,2013-12-27,8930,1,2
WitchHunter4542,2014-07-16,304930,1,2
WitchHunter4542,2015-01-13,237310,1,2
WitchHunter4542,2014-01-11,224260,1,2
pwrt,2015-09-03,230410,1,2
pwrt,2014-01-20,440,1,2
wantmahbody,2014-05-03,440,1,2
76561198115868847,2016-05-01,219640,0,0
benedictcuminherbatch,2014-08-02,570,1,2
76561198031207016,2014-03-17,8930,1,2
76561198043458582,2015-07-19,105600,1,2
76561198043458582,2015-05-26,221100,1,2
76561198043458582,2015-11-22,107410,1,2
76561198043458582,2014-10-18,231430,1,2
smashiroshh,2014-12-30,218620,1,2
shark854,2016-03-07,225540,1,2
killbunny38,2015-01-22,570,1,2
killbunny38,2015-08-20,333930,0,0
76561198047630659,2015-05-14,230410,0,1
1337lolroflmao,2015-04-13,271590,1,2
1337lolroflmao,2014-10-01,218620,1,1
1337lolroflmao,2013-12-28,219740,1,1
1337lolroflmao,2013-12-28,7940,1,2
1337lolroflmao,2014-11-30,234190,1,2
1337lolroflmao,2013-12-28,10180,1,2
1337lolroflmao,2013-12-28,33900,1,2
1337lolroflmao,2015-01-05,261030,1,2
1337lolroflmao,2014-12-23,243470,1,1
sithjjf,2015-09-01,302830,0,0
76561198060039459,2014-10-04,570,0,0
OzfurAtlas,2016-01-10,218620,0,0
OzfurAtlas,2016-09-12,4700,1,2
OzfurAtlas,2013-12-08,212680,1,1
76561198065593074,2015-11-06,304930,0,0
76561198065593074,2016-06-25,730,0,0
76561198065593074,2015-09-23,304050,1,2
76561198065593074,2014-05-31,203750,1,2
76561198044169764,2015-06-24,227940,0,1
76561198044169764,2015-07-22,355180,0,0
76561198044169764,2016-03-20,730,1,1
76561198044169764,2015-06-03,4000,1,2
euzi,2014-07-26,236390,1,2
76561198074935997,2016-05-15,221100,0,0
76561198074935997,2016-05-13,365590,0,1
76561198074935997,2016-07-10,299740,1,2
76561198074935997,2016-09-17,346110,0,1
76561198074935997,2016-08-16,275850,0,1
76561198074935997,2016-07-31,400800,0,1
76561198074935997,2016-06-29,252490,0,1
76561198074935997,2016-03-06,437220,0,1
76561197961778802,2014-04-23,730,1,2
lucasrash,2016-09-08,440,1,2
76561198016602703,2016-09-02,301520,0,0
76561198016602703,2016-07-23,433340,1,2
thisissohardtomakeoneup,2014-04-12,440,1,2
76561198087010391,2015-04-04,4000,1,2
66666669999999,2015-01-05,302830,0,0
76561198061174192,2014-09-14,220200,1,2
76561198061174192,2014-09-14,242760,1,1
ReMiXOfficalSteam,2015-10-12,352460,1,2
Wilfire77,2015-03-22,322920,1,2
76561198084390807,2015-12-01,234792,1,2
76561198084390807,2014-05-10,252490,1,2
Mastic,2015-08-01,304050,0,1
Mastic,2016-06-29,297130,1,2
Mastic,2016-03-25,397570,1,1
Mastic,2014-12-30,550,1,2
Mastic,2014-12-27,206420,1,2
Mastic,2016-07-07,278360,0,1
76561198028286104,2013-12-26,10180,1,2
tarjla,2016-08-26,242760,1,2
tarjla,2014-07-13,304930,1,2
tarjla,2016-08-26,441790,1,2
tarjla,2015-01-28,265750,1,2
tarjla,2014-05-08,252490,1,2
tarjla,2013-11-21,4000,1,2
tarjla,2013-12-07,211820,1,2
tarjla,2013-02-09,105600,1,2
tarjla,2016-08-26,251570,1,2
tarjla,2014-01-09,730,1,2
deathnz1,2016-07-18,233110,0,0
deathnz1,2016-07-16,322910,0,1
deathnz1,2014-12-26,276340,1,2
readingthis4noobs,2016-05-14,227940,1,2
76561198104393251,2015-03-13,304930,1,2
76561198075322986,2016-03-30,730,1,2
redsncrimson,2016-06-18,448530,1,2
redsncrimson,2016-03-20,304410,1,2
redsncrimson,2016-03-20,620,1,2
redsncrimson,2014-12-23,274920,1,2
redsncrimson,2013-12-26,211820,1,2
redsncrimson,2016-03-20,219890,1,2
redsncrimson,2013-05-18,49520,1,2
redsncrimson,2013-01-09,223510,1,2
redsncrimson,2012-11-30,440,1,2
76561198151910904,2016-04-22,252950,1,2
H1DD3NT3RR0R,2014-03-10,240,1,2
H1DD3NT3RR0R,2014-02-27,105600,1,2
H1DD3NT3RR0R,2013-11-25,204300,1,2
H1DD3NT3RR0R,2014-06-11,730,1,2
H1DD3NT3RR0R,2015-09-04,440,0,1
H1DD3NT3RR0R,2014-06-18,570,1,2
76561198071214618,2015-05-11,268750,1,2
76561198115115631,2015-05-22,570,1,2
76561198071175142,2015-08-10,570,1,2
76561198071175142,2015-07-07,271590,1,2
t8s,2015-05-13,360870,1,2
t8s,2015-05-02,730,1,2
pikawuu2,2016-03-12,230410,1,2
pikawuu2,2013-09-15,12900,1,2
Sammeh00,2014-11-04,301520,1,2
Michaelele,2014-08-07,6060,1,2
Michaelele,2014-06-30,730,1,2
Michaelele,2014-08-21,107410,1,2
Michaelele,2014-07-16,304930,1,2
76561198045754869,2015-08-07,335670,1,2
76561198076098774,2015-08-02,215080,1,2
76561198103253374,2014-02-24,570,1,1
76561198048417105,2015-12-28,271590,1,2
76561198048417105,2015-02-27,730,1,2
76561198048417105,2016-08-13,244160,1,2
76561198048417105,2016-02-14,270880,1,2
76561198090842891,2015-01-16,8190,1,2
76561198055767971,2015-06-10,247730,0,0
76561197998052647,2014-11-27,233630,1,2
adohya343,2016-02-24,303390,0,1
76561198145436942,2014-08-02,221100,1,2
jjas01,2014-11-03,208812,0,1
jjas01,2015-10-17,218620,0,1
jjas01,2013-10-08,243120,1,2
jjas01,2015-12-28,234140,1,2
jjas01,2014-05-08,204450,1,2
jjas01,2014-02-18,225260,1,2
jjas01,2013-10-27,50300,1,2
jjas01,2014-06-04,201810,1,2
jjas01,2016-07-09,212630,0,0
jjas01,2016-03-02,427820,0,0
3xotic26,2014-02-26,500,1,2
3xotic26,2014-02-26,440,1,2
3xotic26,2014-02-26,49520,1,2
3xotic26,2013-07-15,550,1,2
iamthetrashlord,2015-06-16,206420,1,2
iamthetrashlord,2014-07-20,213670,1,2
3dster,2015-08-24,550,1,2
76561198079990063,2014-03-14,231040,1,2
Forty-Nine,2014-08-28,221100,1,1
Forty-Nine,2016-01-11,376300,0,1
76561198051017916,2015-05-30,351040,1,2
76561198051017916,2014-05-26,250600,1,2
L4M1NAS,2016-08-15,227940,1,2
L4M1NAS,2016-03-25,437220,1,2
L4M1NAS,2015-03-05,221100,1,2
76561198096766604,2016-07-16,301520,0,1
76561197995322437,2015-07-23,264710,1,2
imsojipper,2014-07-07,218620,1,2
76561198084542731,2015-01-16,206420,1,2
76561198084542731,2014-02-16,47790,1,2
76561198103671881,2015-04-11,570,1,2
mrpfresh,2016-08-22,236110,1,1
mrpfresh,2015-10-16,346110,1,2
mrpfresh,2016-01-09,232790,1,2
GamerFag,2012-07-15,440,1,2
GamerFag,2011-01-27,70,1,1
GamerFag,2011-01-27,420,1,2
GamerFag,2011-01-27,380,1,2
GamerFag,2011-01-27,220,1,2
GamerFag,2010-12-16,1250,1,2
EHS-R3AP3R,2015-09-09,339230,0,0
EHS-R3AP3R,2015-10-15,349700,1,2
EHS-R3AP3R,2013-11-26,226700,1,2
EHS-R3AP3R,2013-12-12,209160,1,2
chidori_647,2013-12-15,219990,1,2
chidori_647,2014-03-05,213670,1,2
chidori_647,2013-11-30,21100,0,0
chidori_647,2013-12-02,8190,1,2
chidori_647,2013-11-28,215470,0,0
76561198092227136,2014-09-11,730,1,2
76561198092227136,2014-05-26,1250,1,2
hellcat59,2014-07-18,4000,1,2
76561198007584361,2015-09-10,401650,1,1
tbimperator,2012-05-22,35450,1,2
Allahu_Akbar666,2015-01-17,230410,1,2
Allahu_Akbar666,2014-10-24,304930,0,0
ulramite,2014-10-27,290020,1,2
ulramite,2014-02-08,248860,1,1
ulramite,2016-07-24,211820,1,2
-GM-Dragon,2014-03-08,226700,0,0
-GM-Dragon,2015-06-10,244850,1,2
76561198054040292,2015-03-13,298260,1,2
76561198078799606,2015-10-01,370240,0,0
76561198078799606,2015-06-29,730,1,2
76561198078799606,2014-05-02,233450,1,2
I_DID_911_JUST_SAYING,2016-06-27,214420,1,2
I_DID_911_JUST_SAYING,2016-06-26,365670,1,2
I_DID_911_JUST_SAYING,2016-06-26,440,1,2
I_DID_911_JUST_SAYING,2016-06-26,4000,1,2
I_DID_911_JUST_SAYING,2013-05-06,221260,1,2
750805,2016-03-24,369070,0,0
750805,2016-05-06,91310,0,0
diabeticfuck,2015-08-31,218620,1,2
diabeticfuck,2015-12-28,419070,1,2
diabeticfuck,2015-11-23,333930,0,0
diabeticfuck,2015-09-04,287700,1,2
76561198054465623,2015-01-10,302830,0,0
76561198054465623,2014-01-04,24240,1,2
76561198054465623,2015-04-24,39800,1,2
76561198054465623,2014-02-21,250600,1,1
76561198054465623,2015-07-13,105600,1,1
76561198054465623,2014-04-03,113020,1,2
aaropro,2014-08-29,440,1,2
aaropro,2016-06-08,221100,1,2
abiam,2014-11-16,238960,1,2
FrankoWalker,2015-01-04,310370,1,2
FrankoWalker,2014-12-06,260410,1,2
FrankoWalker,2014-05-16,236390,1,1
LightfootSword7,2015-11-26,221100,0,1
LightfootSword7,2016-03-06,383870,1,2
SALTTHEW0UND,2015-06-12,248820,1,2
SALTTHEW0UND,2014-08-28,730,1,2
SALTTHEW0UND,2014-05-20,550,1,2
SALTTHEW0UND,2014-03-25,204030,1,2
SALTTHEW0UND,2013-12-02,440,1,2
SALTTHEW0UND,2015-11-15,383080,1,2
express157,2014-09-02,304930,1,2
76561198074644990,2015-02-05,242760,1,2
76561198074644990,2015-02-06,207230,1,2
76561198074644990,2013-12-24,9180,0,0
76561198064304806,2015-12-11,730,1,2
TomoeMamiewe,2014-02-16,10150,1,2
TomoeMamiewe,2016-06-24,4000,1,2
76561198057086148,2015-01-17,214950,1,2
Acidius99,2014-06-21,218620,1,2
Acidius99,2016-06-03,292030,1,2
Acidius99,2016-06-24,261640,1,2
Acidius99,2014-12-30,220240,1,2
Acidius99,2015-07-09,271290,0,0
acorn13,2014-07-31,313740,1,2
acorn13,2012-07-12,34330,1,1
acorn13,2015-05-01,271590,1,2
adamcookie,2016-08-14,570,1,2
AddzyTheBaddzy,2015-02-02,291550,1,2
AddzyTheBaddzy,2013-12-16,259080,1,2
mrfunkyjunkie,2014-01-05,233250,1,2
mrfunkyjunkie,2014-11-23,256350,1,2
mrfunkyjunkie,2015-03-11,249380,1,2
mradobe7,2016-08-28,275850,0,1
76561198167207237,2016-01-10,337320,1,1
76561198167207237,2015-12-25,391540,1,2
76561198167207237,2015-11-29,265930,1,2
76561198167207237,2015-11-06,620,1,2
cancerkek,2015-02-27,730,1,2
76561198073508075,2014-04-13,10090,1,2
76561198073508075,2016-01-22,251570,1,1
76561198073508075,2014-06-07,218680,1,2
76561198074323290,2016-04-12,252490,0,1
76561198074323290,2016-08-21,251060,0,0
76561198090899557,2016-07-28,252490,0,0
advenger95,2015-06-05,22370,1,2
advenger95,2015-09-02,307690,1,2
advenger95,2015-06-05,72850,1,1
EndAtHallow,2015-01-15,1250,1,1
76561198063624801,2014-01-12,440,1,2
aeryal,2014-05-03,440,1,2
76561198070263209,2013-12-13,570,1,1
76561198015968275,2015-09-06,248610,1,1
Agiegamma,2014-02-12,208090,1,2
76561198082614708,2014-04-28,250340,1,2
Agronoth,2014-02-09,244850,1,2
Agronoth,2015-04-24,221640,1,2
Agronoth,2015-03-21,104900,1,2
Agronoth,2015-02-28,105600,1,2
Agronoth,2015-07-15,9450,0,1
UnholyFallenAngel,2014-10-07,262410,1,2
UnholyFallenAngel,2015-12-22,222940,1,2
UnholyFallenAngel,2014-05-06,221040,1,2
76561198068565589,2014-02-22,221100,1,2
76561198068565589,2015-07-18,286570,1,2
76561198068565589,2014-10-24,263440,0,0
SlutOnTheSpit,2014-01-02,4000,1,2
WestyGaming,2014-06-07,223710,1,2
NaruseAiria,2014-10-28,317360,1,2
NaruseAiria,2014-10-15,108600,1,2
NaruseAiria,2013-12-20,259080,1,2
NaruseAiria,2013-12-06,208520,1,2
76561198067713802,2015-09-27,239660,1,2
76561198067713802,2015-03-28,304930,1,2
76561198187212131,2016-07-08,730,1,2
76561198044678148,2016-07-29,495890,1,2
76561198044678148,2016-07-05,472680,1,2
Alex680,2014-04-25,4000,1,2
alansiulun,2014-11-01,295270,1,2
alansiulun,2015-05-21,265930,1,2
Albolah,2015-12-29,283920,1,1
Albolah,2015-10-18,440,1,2
Albolah,2015-12-30,294650,1,2
76561198003056556,2016-01-09,432020,0,1
76561198003056556,2014-08-15,233720,1,2
maxpaynepillkiller,2016-07-16,319630,1,2
maxpaynepillkiller,2015-12-30,12120,1,2
maxpaynepillkiller,2016-07-24,241930,1,2
maxpaynepillkiller,2016-05-30,428690,1,2
maxpaynepillkiller,2015-10-07,55230,1,2
maxpaynepillkiller,2016-01-01,243470,0,0
AlexNoClutch,2015-06-05,227860,0,0
Alexwai04,2015-01-09,218620,1,2
76561198095481910,2014-02-01,208090,1,1
76561198164545985,2016-05-12,730,1,2
AlkalineDeath,2015-03-02,228280,1,2
AlkalineDeath,2014-10-16,240760,1,2
76561198075935236,2015-01-26,226700,1,2
76561198075935236,2015-08-27,250900,1,2
mintifreshbadger,2015-11-09,35450,1,1
AlpacaRevolution,2016-07-07,9900,1,2
AlpacaRevolution,2014-10-02,212680,1,2
AlpacaRevolution,2015-09-13,346110,0,0
